ID;Type;Algorithm;Instance;Variant;SourceDirectory;PublicKeyBytes;SecretKeyBytes;CiphertextBytes;SharedSecretBytes;SignatureBytes;Passes;InitiatorStateBytes;ResponderStateBytes;TotalMessageBytes;DigestBits;DigestBytes
sign-03;sig;CEDRUS+C;CEDRUSC-160f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-160f;40;80;;;19812;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-160s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-160s;40;80;;;9460;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-256f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-256f;64;128;;;43548;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-256s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-256s;64;128;;;24104;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-384f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-384f;96;192;;;75988;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-384s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-384s;96;192;;;61572;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-512f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-512f;128;256;;;121520;;;;;;
sign-03;sig;CEDRUS+C;CEDRUSC-512s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSC-512s;128;256;;;98212;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-160f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-160f;40;80;;;19420;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-160s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-160s;40;80;;;10300;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-256f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-256f;64;128;;;43296;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-256s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-256s;64;128;;;25568;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-384f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-384f;96;192;;;76176;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-384s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-384s;96;192;;;60672;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-512f;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-512f;128;256;;;127488;;;;;;
sign-04;sig;CEDRUS-alpha;CEDRUSALPHA-512s;Reference_Implementation;Implementations/Reference_Implementation/CEDRUSALPHA-512s;128;256;;;98048;;;;;;
sign-05;sig;Chinith;sm4th_d3_128f_loose;Reference_Implementation;Implementations/Reference_Implementation/sm4th_d3_128f_loose;32;32;;;6724;;;;;;
sign-05;sig;Chinith;sm4th_d3_128f_tight;Reference_Implementation;Implementations/Reference_Implementation/sm4th_d3_128f_tight;32;32;;;11864;;;;;;
sign-05;sig;Chinith;sm4th_d3_128s_loose;Reference_Implementation;Implementations/Reference_Implementation/sm4th_d3_128s_loose;32;32;;;5056;;;;;;
sign-05;sig;Chinith;sm4th_d3_128s_tight;Reference_Implementation;Implementations/Reference_Implementation/sm4th_d3_128s_tight;32;32;;;9176;;;;;;
sign-05;sig;Chinith;sm4th_em_d2_128f_loose;Reference_Implementation;Implementations/Reference_Implementation/sm4th_em_d2_128f_loose;32;32;;;4932;;;;;;
sign-05;sig;Chinith;sm4th_em_d2_128f_tight;Reference_Implementation;Implementations/Reference_Implementation/sm4th_em_d2_128f_tight;32;32;;;9450;;;;;;
sign-05;sig;Chinith;sm4th_em_d2_128s_loose;Reference_Implementation;Implementations/Reference_Implementation/sm4th_em_d2_128s_loose;32;32;;;3818;;;;;;
sign-05;sig;Chinith;sm4th_em_d2_128s_tight;Reference_Implementation;Implementations/Reference_Implementation/sm4th_em_d2_128s_tight;32;32;;;7556;;;;;;
sign-05;sig;Chinith;ublockith_d3_256f;Reference_Implementation;Implementations/Reference_Implementation/ublockith_d3_256f;64;64;;;31556;;;;;;
sign-05;sig;Chinith;ublockith_d3_256s;Reference_Implementation;Implementations/Reference_Implementation/ublockith_d3_256s;64;64;;;24144;;;;;;
sign-05;sig;Chinith;ublockith_em_d3_256f;Reference_Implementation;Implementations/Reference_Implementation/ublockith_em_d3_256f;64;64;;;25028;;;;;;
sign-05;sig;Chinith;ublockith_em_d3_256s;Reference_Implementation;Implementations/Reference_Implementation/ublockith_em_d3_256s;64;64;;;19056;;;;;;
sign-05;sig;Chinith;vistrutith_d3_512f;Reference_Implementation;Implementations/Reference_Implementation/vistrutith_d3_512f;128;128;;;106788;;;;;;
sign-05;sig;Chinith;vistrutith_d3_512s;Reference_Implementation;Implementations/Reference_Implementation/vistrutith_d3_512s;128;128;;;83004;;;;;;
sign-06;sig;COMPASS-SIG;COMPASS-SIG-128;Reference_Implementation;Implementations/Reference_Implementation/COMPASS-SIG-128;1664;960;;;2080;;;;;;
sign-06;sig;COMPASS-SIG;COMPASS-SIG-256;Reference_Implementation;Implementations/Reference_Implementation/COMPASS-SIG-256;3616;2144;;;4080;;;;;;
sign-06;sig;COMPASS-SIG;COMPASS-SIG-384;Reference_Implementation;Implementations/Reference_Implementation/COMPASS-SIG-384;5792;3136;;;7344;;;;;;
sign-06;sig;COMPASS-SIG;COMPASS-SIG-512;Reference_Implementation;Implementations/Reference_Implementation/COMPASS-SIG-512;7648;4608;;;9024;;;;;;
sign-07;sig;CS;CS_128;Reference_Implementation;Implementations/Reference_Implementation/CS-128;976;1888;;;1548;;;;;;
sign-07;sig;CS;CS_256;Reference_Implementation;Implementations/Reference_Implementation/CS-256;1760;3968;;;3164;;;;;;
sign-07;sig;CS;CS_512;Reference_Implementation;Implementations/Reference_Implementation/CS-512;4288;7808;;;5975;;;;;;
sign-08;sig;DARTS;DARTS128;Reference_Implementation;Implementations/Reference_Implementation/DARTS128;1120;1536;;;1449;;;;;;
sign-08;sig;DARTS;DARTS256;Reference_Implementation;Implementations/Reference_Implementation/DARTS256;2208;2880;;;2489;;;;;;
sign-08;sig;DARTS;DARTS512;Reference_Implementation;Implementations/Reference_Implementation/DARTS512;4672;6016;;;5851;;;;;;
sign-09;sig;DOVE;dove_classic_128;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_classic_ref;191646;192990;;;136;;;;;;
sign-09;sig;DOVE;dove_classic_256;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_classic_ref;2050352;1925976;;;296;;;;;;
sign-09;sig;DOVE;dove_classic_512;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_classic_ref;22833052;20181508;;;648;;;;;;
sign-09;sig;DOVE;dove_pkc_skc_128;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_pkc_skc_ref;43576;24;;;136;;;;;;
sign-09;sig;DOVE;dove_pkc_skc_256;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_pkc_skc_ref;446992;40;;;296;;;;;;
sign-09;sig;DOVE;dove_pkc_skc_512;Reference_Implementation;Implementations/Digital_Signature-DOVE-x86-reference_implementation/API_PKC/Implementations/Reference_Implementation/DOVE_pkc_skc_ref;5062192;72;;;648;;;;;;
sign-10;sig;Facto-DSA;Facto-DSA-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Facto-DSA-128;40040;3094;;;40;;;;;;
sign-10;sig;Facto-DSA;Facto-DSA-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Facto-DSA-256;456960;11662;;;68;;;;;;
sign-10;sig;Facto-DSA;Facto-DSA-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Facto-DSA-512;5674240;61922;;;128;;;;;;
sign-11;sig;FlexTree;Flextree-160f;Reference_Implementation;Implementations/Reference_Implementation/Flextree-160f;40;80;;;18672;;;;;;
sign-11;sig;FlexTree;Flextree-160s;Reference_Implementation;Implementations/Reference_Implementation/Flextree-160s;40;80;;;9580;;;;;;
sign-11;sig;FlexTree;Flextree-256f;Reference_Implementation;Implementations/Reference_Implementation/Flextree-256f;64;128;;;46856;;;;;;
sign-11;sig;FlexTree;Flextree-256s;Reference_Implementation;Implementations/Reference_Implementation/Flextree-256s;64;128;;;25420;;;;;;
sign-11;sig;FlexTree;Flextree-384f;Reference_Implementation;Implementations/Reference_Implementation/Flextree-384f;96;192;;;73396;;;;;;
sign-11;sig;FlexTree;Flextree-384s;Reference_Implementation;Implementations/Reference_Implementation/Flextree-384s;96;192;;;60180;;;;;;
sign-11;sig;FlexTree;Flextree-512f;Reference_Implementation;Implementations/Reference_Implementation/Flextree-512f;128;256;;;117296;;;;;;
sign-11;sig;FlexTree;Flextree-512s;Reference_Implementation;Implementations/Reference_Implementation/Flextree-512s;128;256;;;94948;;;;;;
sign-12;sig;Galas;Galas-160F;Reference_Implementation;Implementations/Reference_Implementation/Galas-160F;40;40;;;5964;;;;;;
sign-12;sig;Galas;Galas-160S;Reference_Implementation;Implementations/Reference_Implementation/Galas-160S;40;40;;;4812;;;;;;
sign-12;sig;Galas;Galas-256F;Reference_Implementation;Implementations/Reference_Implementation/Galas-256F;64;64;;;15950;;;;;;
sign-12;sig;Galas;Galas-256S;Reference_Implementation;Implementations/Reference_Implementation/Galas-256S;64;64;;;12114;;;;;;
sign-12;sig;Galas;Galas-384F;Reference_Implementation;Implementations/Reference_Implementation/Galas-384F;96;96;;;33384;;;;;;
sign-12;sig;Galas;Galas-384S;Reference_Implementation;Implementations/Reference_Implementation/Galas-384S;96;96;;;27784;;;;;;
sign-12;sig;Galas;Galas-512F;Reference_Implementation;Implementations/Reference_Implementation/Galas-512F;128;128;;;59416;;;;;;
sign-12;sig;Galas;Galas-512S;Reference_Implementation;Implementations/Reference_Implementation/Galas-512S;128;128;;;49516;;;;;;
sign-13;sig;GreatWall;GreatWall128f;Reference_Implementation;Implementations/Reference_Implementation/GreatWall128f;36;36;;;3396;;;;;;
sign-13;sig;GreatWall;GreatWall128s;Reference_Implementation;Implementations/Reference_Implementation/GreatWall128s;36;36;;;2758;;;;;;
sign-13;sig;GreatWall;GreatWall192f;Reference_Implementation;Implementations/Reference_Implementation/GreatWall192f;50;50;;;8012;;;;;;
sign-13;sig;GreatWall;GreatWall192s;Reference_Implementation;Implementations/Reference_Implementation/GreatWall192s;50;50;;;6804;;;;;;
sign-13;sig;GreatWall;GreatWall256f;Reference_Implementation;Implementations/Reference_Implementation/GreatWall256f;66;66;;;14260;;;;;;
sign-13;sig;GreatWall;GreatWall256s;Reference_Implementation;Implementations/Reference_Implementation/GreatWall256s;66;66;;;12236;;;;;;
sign-13;sig;GreatWall;GreatWall512f;Reference_Implementation;Implementations/Reference_Implementation/GreatWall512f;132;132;;;57812;;;;;;
sign-13;sig;GreatWall;GreatWall512s;Reference_Implementation;Implementations/Reference_Implementation/GreatWall512s;132;132;;;50012;;;;;;
sign-14;sig;Lynxer;Lynxer-160f;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-160f;40;40;;;5801;;;;;;
sign-14;sig;Lynxer;Lynxer-160s;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-160s;40;40;;;4607;;;;;;
sign-14;sig;Lynxer;Lynxer-256f;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-256f;64;64;;;15097;;;;;;
sign-14;sig;Lynxer;Lynxer-256s;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-256s;64;64;;;12191;;;;;;
sign-14;sig;Lynxer;Lynxer-384f;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-384f;96;96;;;34109;;;;;;
sign-14;sig;Lynxer;Lynxer-384s;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-384s;96;96;;;27495;;;;;;
sign-14;sig;Lynxer;Lynxer-512f;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-512f;128;128;;;61091;;;;;;
sign-14;sig;Lynxer;Lynxer-512s;Reference_Implementation;Implementations/Reference_Implementation/Lynxer-512s;128;128;;;48879;;;;;;
sign-15;sig;MORNING-ATLAS;lwrdsa128;Reference_Implementation;Implementation/Reference_Implementation/lwrdsa128;1328;2128;;;2081;;;;;;
sign-15;sig;MORNING-ATLAS;lwrdsa192;Reference_Implementation;Implementation/Reference_Implementation/lwrdsa192;2112;3152;;;3365;;;;;;
sign-15;sig;MORNING-ATLAS;lwrdsa256;Reference_Implementation;Implementation/Reference_Implementation/lwrdsa256;2848;4016;;;4656;;;;;;
sign-15;sig;MORNING-ATLAS;lwrdsa512;Reference_Implementation;Implementation/Reference_Implementation/lwrdsa512;6688;7920;;;10081;;;;;;
sign-16;sig;Octarine;Octarine-128;Reference_Implementation;Implementations/Reference_Implementation/Octarine-128;1344;2432;;;2564;;;;;;
sign-16;sig;Octarine;Octarine-256;Reference_Implementation;Implementations/Reference_Implementation/Octarine-256;2368;4608;;;5449;;;;;;
sign-16;sig;Octarine;Octarine-512;Reference_Implementation;Implementations/Reference_Implementation/Octarine-512;5184;11776;;;14713;;;;;;
sign-17;sig;OPS Digital Signature Algorithm;OPSsig-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/OPSsig-128;2560;3840;;;4349;;;;;;
sign-17;sig;OPS Digital Signature Algorithm;OPSsig-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/OPSsig-256;3392;5056;;;5540;;;;;;
sign-17;sig;OPS Digital Signature Algorithm;OPSsig-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/OPSsig-512;6720;9920;;;12021;;;;;;
sign-18;sig;Origami;Origami-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Origami-128;2996;16;;;116;;;;;;
sign-18;sig;Origami;Origami-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Origami-256;14968;32;;;516;;;;;;
sign-18;sig;Origami;Origami-384;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Origami-384;27940;48;;;948;;;;;;
sign-18;sig;Origami;Origami-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Origami-512;35924;64;;;1220;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-128f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-128f;32;64;;;13670;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-128s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-128s;32;64;;;6258;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-192f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-192f;48;96;;;30766;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-192s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-192s;48;96;;;13332;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-256f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-256f;64;128;;;44906;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-256s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-256s;64;128;;;24618;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-384f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-384f;96;192;;;88442;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-384s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-384s;96;192;;;54726;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-512f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-512f;128;256;;;138454;;;;;;
sign-19;sig;Phoenix;Phoenix-SHAKE-512s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SHAKE-512s;128;256;;;98476;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-128f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-128f;32;64;;;13670;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-128s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-128s;32;64;;;6258;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-192f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-192f;48;96;;;30766;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-192s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-192s;48;96;;;13332;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-256f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-256f;64;128;;;44906;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-256s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-256s;64;128;;;24618;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-384f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-384f;96;192;;;88442;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-384s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-384s;96;192;;;54726;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-512f;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-512f;128;256;;;138454;;;;;;
sign-19;sig;Phoenix;Phoenix-SM3-512s;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Phoenix-SM3-512s;128;256;;;98476;;;;;;
sign-20;sig;Qing Luan;QingLuan-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/QingLuan-128;77;32;;;18720;;;;;;
sign-20;sig;Qing Luan;QingLuan-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/QingLuan-256;153;64;;;74248;;;;;;
sign-20;sig;Qing Luan;QingLuan-384;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/QingLuan-384;227;96;;;164940;;;;;;
sign-20;sig;Qing Luan;QingLuan-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/QingLuan-512;302;128;;;292816;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-160f;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-160f;121;40;;;6851;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-160s;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-160s;121;40;;;5307;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-256f;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-256f;194;64;;;17932;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-256s;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-256s;194;64;;;13973;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-384f;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-384f;288;96;;;40469;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-384s;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-384s;288;96;;;31575;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-512f;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-512f;385;128;;;72611;;;;;;
sign-21;sig;ReSolveD-alpha;ReSolveD-alpha-512s;Reference_Implementation;Implementations/Reference_Implementation/ReSolveD-alpha-512s;385;128;;;56239;;;;;;
sign-22;sig;Rhyme;Rhyme-SHAKE-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SHAKE/Rhyme-SHAKE-128;800;11072;;;5156;;;;;;
sign-22;sig;Rhyme;Rhyme-SHAKE-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SHAKE/Rhyme-SHAKE-256;1824;22336;;;10308;;;;;;
sign-22;sig;Rhyme;Rhyme-SHAKE-384;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SHAKE/Rhyme-SHAKE-384;2720;45760;;;14436;;;;;;
sign-22;sig;Rhyme;Rhyme-SHAKE-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SHAKE/Rhyme-SHAKE-512;3872;44864;;;20612;;;;;;
sign-22;sig;Rhyme;Rhyme-SM3-128;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SM3/Rhyme-SM3-128;800;11072;;;5156;;;;;;
sign-22;sig;Rhyme;Rhyme-SM3-256;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SM3/Rhyme-SM3-256;1824;22336;;;10308;;;;;;
sign-22;sig;Rhyme;Rhyme-SM3-384;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SM3/Rhyme-SM3-384;2720;45760;;;14436;;;;;;
sign-22;sig;Rhyme;Rhyme-SM3-512;Reference_Implementation;Implementations and Test_Vectors/Implementations/Reference_Implementation/Rhyme-SM3/Rhyme-SM3-512;3872;44864;;;20612;;;;;;
sign-23;sig;Shuttle;SHUTTLE-128;Reference_Implementation;Implementation codes and test vectors/Shuttle 算法实现源代码及测试向量/Implementations/Reference_Implementation/SHUTTLE-128;1264;2288;;;1183;;;;;;
sign-23;sig;Shuttle;SHUTTLE-256;Reference_Implementation;Implementation codes and test vectors/Shuttle 算法实现源代码及测试向量/Implementations/Reference_Implementation/SHUTTLE-256;1952;3680;;;2417;;;;;;
sign-23;sig;Shuttle;SHUTTLE-512;Reference_Implementation;Implementation codes and test vectors/Shuttle 算法实现源代码及测试向量/Implementations/Reference_Implementation/SHUTTLE-512;3648;7104;;;5001;;;;;;
sign-24;sig;Sigurd;Sigurd128_REF;Reference_Implementation;Implementations/Reference_Implementation/Sigurd-128;112;80;;;62868;;;;;;
sign-24;sig;Sigurd;Sigurd256_REF;Reference_Implementation;Implementations/Reference_Implementation/Sigurd-256;212;128;;;137412;;;;;;
sign-24;sig;Sigurd;Sigurd512_REF;Reference_Implementation;Implementations/Reference_Implementation/Sigurd-512;435;256;;;494532;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level1-eff_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level1-eff;65;240;;;168;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level1-eff_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level1-eff;64;488;;;200;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level1-sec_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level1-sec;69;257;;;178;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level1-sec_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level1-sec;68;521;;;212;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level2-eff_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level2-eff;81;298;;;208;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level2-eff_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level2-eff;80;610;;;248;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level2-sec_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level2-sec;85;315;;;218;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level2-sec_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level2-sec;84;643;;;260;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level3-eff_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level3-eff;129;468;;;326;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level3-eff_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level3-eff;128;976;;;392;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level3-sec_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level3-sec;133;489;;;338;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level3-sec_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level3-sec;132;1009;;;404;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level5-eff_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level5-eff;257;936;;;648;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level5-eff_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level5-eff;256;1952;;;776;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level5-sec_compressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level5-sec;269;982;;;678;;;;;;
sign-25;sig;SQIsign2D2;SQISign2Dsquare-Level5-sec_uncompressed;Reference_Implementation;Implementations/Reference_Implementation/SQISign2Dsquare-Level5-sec;268;2046;;;812;;;;;;
sign-26;sig;SQIsign2D-push1/2;SQIsign2D-lvl1;Reference_Implementation;Implementations/sqisign2d_lvl1;64;456;;;150;;;;;;
sign-26;sig;SQIsign2D-push1/2;SQIsign2D-lvl2;Reference_Implementation;Implementations/sqisign2d_lvl2;96;676;;;218;;;;;;
sign-26;sig;SQIsign2D-push1/2;SQIsign2D-lvl3;Reference_Implementation;Implementations/sqisign2d_lvl3;128;900;;;293;;;;;;
sign-26;sig;SQIsign2D-push1/2;SQIsign2D-lvl4;Reference_Implementation;Implementations/sqisign2d_lvl4;262;1838;;;593;;;;;;
sign-27;sig;SQIsignTriangle;SQIsignTriangle_lvl1;Reference_Implementation;Implementations/Reference_Implementation/SQIsignTriangle_lvl1;65;353;;;204;;;;;;
sign-27;sig;SQIsignTriangle;SQIsignTriangle_lvl2;Reference_Implementation;Implementations/Reference_Implementation/SQIsignTriangle_lvl2;81;437;;;255;;;;;;
sign-27;sig;SQIsignTriangle;SQIsignTriangle_lvl5;Reference_Implementation;Implementations/Reference_Implementation/SQIsignTriangle_lvl5;129;701;;;408;;;;;;
sign-27;sig;SQIsignTriangle;SQIsignTriangle_lvl6;Reference_Implementation;Implementations/Reference_Implementation/SQIsignTriangle_lvl6;257;1409;;;816;;;;;;
sign-28;sig;SYDO;sydo_160f;Reference_Implementation;Implementations/Reference_Implementation/sydo_160f;80;174;;;6724;;;;;;
sign-28;sig;SYDO;sydo_160s;Reference_Implementation;Implementations/Reference_Implementation/sydo_160s;80;174;;;5428;;;;;;
sign-28;sig;SYDO;sydo_256f;Reference_Implementation;Implementations/Reference_Implementation/sydo_256f;128;278;;;17604;;;;;;
